	gene_h	gene_t	onco	chem_emb
32073	LPCAT2	CACTIN	1	"[-4.3394837e-01  1.3150246e+02  6.1500614e-04  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4791164e+00  8.2455090e+02
  2.6200700e-01  0.0000000e+00  0.0000000e+00  1.3031791e-01
  1.4355431e-01  7.2612780e-01  4.9304764e+01  1.1142732e-02
  9.0590410e+00  6.8536530e+00  0.0000000e+00  0.0000000e+00]"
32076	LPCAT4	SPRED1	1	"[-2.7329266e-01  1.2973814e+02  3.4146342e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5245972e+00  7.9686798e+02
  2.4303284e-01  0.0000000e+00  0.0000000e+00  2.0811449e-01
  3.0894339e-01  4.8294210e-01  4.5151588e+01  1.0794170e-02
  8.8512192e+00  1.1328264e+01  0.0000000e+00  0.0000000e+00]"
32078	LPHN1	LGALS4	1	"[-3.0991384e-01  1.2775020e+02  1.8318966e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4658623e+00  9.3297534e+02
  1.8810861e-01  0.0000000e+00  0.0000000e+00  1.1105162e-01
  2.8556889e-01  6.0337949e-01  3.4438484e+01  2.0474138e-02
  9.5000000e+00  1.1110151e+01  0.0000000e+00  0.0000000e+00]"
32083	LPHN3	GPM6A	1	"[-4.4862546e-02  1.3132169e+02 -1.5918959e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0656366e+00  8.2504980e+02
  2.0771724e-01  0.0000000e+00  0.0000000e+00  5.6847852e-02
  1.8277089e-01  7.6038122e-01  3.8302120e+01  1.5278094e-02
  1.0557163e+01  8.3746262e+00  0.0000000e+00  0.0000000e+00]"
32086	LPP	CASR	1	"[-1.5125728e-01  1.2974399e+02 -8.2205031e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0281544e+00  7.5144824e+02
  2.0104562e-01  0.0000000e+00  0.0000000e+00  9.5793851e-02
  1.1232874e-01  7.9187745e-01  6.3656055e+01  8.6572962e-03
  8.9516439e+00  1.0820505e+01  0.0000000e+00  0.0000000e+00]"
32133	LRCH3	FMN2	1	"[-4.7293732e-01  1.2885858e+02 -1.6501651e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4168196e+00  7.1999066e+02
  2.4462537e-01  0.0000000e+00  0.0000000e+00  2.4207605e-01
  3.0725980e-01  4.5066416e-01  4.4756802e+01  1.3413718e-02
  8.1287127e+00  1.0482579e+01  0.0000000e+00  0.0000000e+00]"
32142	LRFN2	BYSL	1	"[-1.8065134e-01  1.2733314e+02 -1.9157088e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8960743e+00  7.2011572e+02
  2.0153183e-01  0.0000000e+00  0.0000000e+00  1.0664978e-01
  1.9802031e-01  6.9532990e-01  3.5095543e+01  1.8863494e-02
  9.8467436e+00  1.0625219e+01  0.0000000e+00  0.0000000e+00]"
32145	LRIG1	PPM1L	1	"[-1.6341467e-01  1.1706047e+02  7.8048781e-02  2.0000000e+00
  7.0000000e+01  4.1999998e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.9778214e+00  1.0704802e+03
  1.6789813e-01  0.0000000e+00  0.0000000e+00  4.1436322e-02
  2.4395871e-01  7.1460497e-01  5.0667542e+01  2.9958358e-02
  6.1414633e+00  4.0926352e+00  0.0000000e+00  0.0000000e+00]"
32171	LRP12	CCL28	1	"[2.0590907e-01 1.3074091e+02 7.2727270e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.9886866e+00 7.4752612e+02 1.4537153e-01 0.0000000e+00 0.0000000e+00
 6.1502319e-02 1.1876448e-01 8.1973314e-01 3.1587732e+01 3.4752067e-02
 7.6454544e+00 3.0244086e+00 0.0000000e+00 0.0000000e+00]"
32175	LRP1B	HNMT	1	"[-2.1736844e-01  1.2957578e+02 -5.5263158e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2627058e+00  6.6390912e+02
  2.3704347e-01  0.0000000e+00  0.0000000e+00  9.2741109e-02
  4.3386328e-01  4.7339565e-01  2.8184223e+01  2.5443213e-02
  9.6684208e+00  7.7367311e+00  0.0000000e+00  0.0000000e+00]"
32254	LRRC16A	SLC17A1	1	"[6.4481980e-01 1.2754390e+02 2.2522522e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.7460451e+00 8.1633612e+02 1.3718911e-01 0.0000000e+00 0.0000000e+00
 1.8299416e-01 2.8659466e-01 5.3041112e-01 2.1947506e+01 2.5119714e-02
 1.1153153e+01 1.0315092e+01 0.0000000e+00 0.0000000e+00]"
32261	LRRC28	EIF4EBP1	1	"[-2.5166669e-01  1.3170915e+02  1.8055556e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0049913e+01  6.3052325e+02
  2.3156723e-01  0.0000000e+00  0.0000000e+00  4.0155258e-02
  7.8428082e-02  8.8141668e-01  3.9473122e+01  2.7623456e-02
  9.9444447e+00  1.0024760e+01  0.0000000e+00  0.0000000e+00]"
32282	LRRFIP2	RAP1B	0	"[-7.55494535e-01  1.32015366e+02  3.29670347e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.00787268e+01  7.53387573e+02
  3.30398887e-01  0.00000000e+00  0.00000000e+00  1.75153296e-02
  1.13870546e-01  8.68614137e-01  3.99267387e+01  4.90882732e-02
  8.93406582e+00  5.44314241e+00  0.00000000e+00  0.00000000e+00]"
32297	LRSAM1	GARNL3	1	"[-3.4901434e-01  1.2957086e+02  1.5681004e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4827347e+00  6.8564392e+02
  2.4392429e-01  0.0000000e+00  0.0000000e+00  2.3056354e-01
  3.5574406e-01  4.1369241e-01  3.6938740e+01  8.7999897e-03
  9.8207884e+00  9.9517107e+00  0.0000000e+00  0.0000000e+00]"
32306	LSAMP	GAP43	1	"[ 8.26553583e-01  1.13280205e+02 -3.95480208e-02  2.00000000e+00
  7.00000000e+01  4.19999981e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  4.93446112e+00  7.55583191e+02
  6.09270670e-02  0.00000000e+00  0.00000000e+00  4.95634265e-02
  1.07947506e-01  8.42489064e-01  2.49599133e+01  4.10163105e-02
  7.25988722e+00  6.87525702e+00  0.00000000e+00  0.00000000e+00]"
32307	LSM1	WHSC1L1	1	"[-6.7800498e-01  1.3036801e+02  4.0065411e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7597370e+00  7.4832227e+02
  2.8153583e-01  0.0000000e+00  0.0000000e+00  1.7406256e-01
  3.6144945e-01  4.6448797e-01  4.6423569e+01  7.3509305e-03
  8.9901876e+00  1.0672571e+01  0.0000000e+00  0.0000000e+00]"
32332	LSM3	MRPL22	1	"[-6.30414665e-01  1.35498611e+02  9.21658985e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.03729591e+01  7.00897522e+02
  3.23988736e-01  0.00000000e+00  0.00000000e+00  1.23954624e-01
  3.02435964e-01  5.73609352e-01  2.57727222e+01  4.38106582e-02
  9.50691223e+00  8.94555378e+00  0.00000000e+00  0.00000000e+00]"
32333	LSM4	TRHDE	1	"[-2.2913165e-01  1.3424930e+02  1.8207284e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0022432e+01  8.3929388e+02
  2.3459089e-01  0.0000000e+00  0.0000000e+00  2.1406925e-01
  3.4523422e-01  4.4069654e-01  2.5842089e+01  1.4958925e-02
  1.0680673e+01  7.1601591e+00  0.0000000e+00  0.0000000e+00]"
32335	LSM7	IQGAP1	0	"[-7.9159665e-01  1.3373135e+02  6.3025214e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0169817e+01  6.2401611e+02
  3.4924701e-01  0.0000000e+00  0.0000000e+00  6.8302676e-02
  9.5138669e-02  8.3655870e-01  3.7255341e+01  2.5649475e-02
  9.1568632e+00  6.0202689e+00  0.0000000e+00  0.0000000e+00]"
32435	LTBP2	NEK9	1	"[-6.5556651e-01  1.2530431e+02  4.0394090e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.8035760e+00  8.4297461e+02
  2.1187755e-01  0.0000000e+00  0.0000000e+00  2.5007379e-01
  3.6611944e-01  3.8380677e-01  4.8050636e+01  7.4284743e-03
  7.5399013e+00  9.7082186e+00  0.0000000e+00  0.0000000e+00]"
32457	LTBP4	RBM39	1	"[-2.8507462e-01  1.2492357e+02  2.5373135e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3999863e+00  8.7501617e+02
  2.0413850e-01  0.0000000e+00  0.0000000e+00  1.7828155e-01
  3.7157995e-01  4.5013851e-01  4.2672375e+01  1.3161060e-02
  8.8179102e+00  1.0839739e+01  0.0000000e+00  0.0000000e+00]"
32463	LTBR	PRSS3	1	"[-3.7312779e-01  1.2656013e+02 -5.5066077e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1637793e+00  7.9345642e+02
  2.0030074e-01  0.0000000e+00  0.0000000e+00  1.4708933e-01
  3.6968485e-01  4.8322582e-01  2.8978161e+01  2.3840943e-02
  1.0823789e+01  1.3933561e+01  0.0000000e+00  0.0000000e+00]"
32466	LTK	ITGB4	0	"[-2.9573411e-01  1.2492310e+02 -1.3888889e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.9318089e+00  8.7850470e+02
  1.8352091e-01  0.0000000e+00  0.0000000e+00  1.8725087e-01
  3.6913550e-01  4.4361368e-01  4.1128502e+01  9.4679072e-03
  9.5436506e+00  1.7283098e+01  0.0000000e+00  0.0000000e+00]"
32470	LUC7L	ATXN2L	1	"[-7.06157684e-01  1.24176826e+02  7.14285746e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  5.98220873e+00  7.99219299e+02
  6.52557313e-02  0.00000000e+00  0.00000000e+00  2.45344359e-03
  1.01408474e-02  9.87405658e-01  1.17678215e+02  1.48753915e-02
  6.03940868e+00  2.14165306e+00  0.00000000e+00  0.00000000e+00]"
32549	LUC7L3	USP22	0	"[-4.6120855e-01  1.3267934e+02  3.3138402e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0306988e+00  7.4466119e+02
  2.4011064e-01  0.0000000e+00  0.0000000e+00  1.9917184e-01
  2.5143781e-01  5.4939038e-01  2.5537512e+01  1.9025797e-02
  9.7602339e+00  8.4326344e+00  0.0000000e+00  0.0000000e+00]"
32552	LY6E	LY6D	1	"[-7.1265310e-01  1.2111915e+02  6.5306120e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.3221750e+00  1.1411036e+03
  1.9038977e-01  0.0000000e+00  0.0000000e+00  1.0371208e-01
  2.5869593e-01  6.3759196e-01  4.0272552e+01  2.9371096e-02
  7.1959186e+00  8.3139181e+00  0.0000000e+00  0.0000000e+00]"
32555	LYN	NTRK3	1	"[-5.0822699e-01  1.3101346e+02  4.5390069e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2312393e+00  8.4974249e+02
  2.6285160e-01  0.0000000e+00  0.0000000e+00  1.4437218e-01
  3.7007630e-01  4.8555151e-01  3.8117168e+01  1.2806197e-02
  9.0283689e+00  1.0538967e+01  0.0000000e+00  0.0000000e+00]"
32579	LYRM1	PDE3A	1	"[-5.7578832e-01  1.2985753e+02 -1.5202703e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6680603e+00  7.0426874e+02
  2.4751383e-01  0.0000000e+00  0.0000000e+00  2.0974636e-01
  3.8332152e-01  4.0693209e-01  4.7687428e+01  9.1611883e-03
  8.1351347e+00  9.7968254e+00  0.0000000e+00  0.0000000e+00]"
32595	LYRM4	RPP40	1	"[-2.1133335e-01  1.3260976e+02  3.1111112e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3667536e+00  8.0594720e+02
  2.2954220e-01  0.0000000e+00  0.0000000e+00  2.2457504e-01
  2.9355240e-01  4.8187262e-01  2.5782650e+01  2.2261728e-02
  1.0017777e+01  7.8705072e+00  0.0000000e+00  0.0000000e+00]"
32599	LYRM7	SLC6A7	1	"[5.2944785e-01 1.2922054e+02 7.6687115e-04 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.3121881e+00 9.4470013e+02 1.3863228e-01 0.0000000e+00 0.0000000e+00
 1.0980040e-01 1.7469536e-01 7.1550423e-01 3.1613829e+01 1.6254846e-02
 1.0598160e+01 1.0157784e+01 0.0000000e+00 0.0000000e+00]"
32650	MACF1	GRIK3	1	"[-2.84238219e-01  1.31077057e+02  1.48861650e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.20133018e+00  7.99537842e+02
  2.52848178e-01  0.00000000e+00  0.00000000e+00  1.04617916e-01
  1.65490359e-01  7.29891717e-01  4.66518478e+01  1.61912143e-02
  9.24518394e+00  1.04625864e+01  0.00000000e+00  0.00000000e+00]"
32712	MAEA	ATP6V0C	0	"[ 7.2554737e-01  1.1803648e+02 -1.0948905e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.9691219e+00  8.6969690e+02
  1.0465865e-01  0.0000000e+00  0.0000000e+00  6.2248491e-02
  1.1963099e-01  8.1812054e-01  2.0317610e+01  6.8250842e-02
  9.3503647e+00  8.1410475e+00  0.0000000e+00  0.0000000e+00]"
32721	MAGED4B	CERKL	1	"[-4.09195423e-01  1.27604729e+02  1.29310349e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.43162727e+00  8.39144653e+02
  2.37962037e-01  0.00000000e+00  0.00000000e+00  1.23200536e-01
  2.87628323e-01  5.89171112e-01  5.43203659e+01  1.09038511e-02
  7.58908033e+00  8.29708958e+00  0.00000000e+00  0.00000000e+00]"
32727	MAGI1	MITF	1	"[-7.0104527e-01  1.2939546e+02  2.6132405e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1040201e+00  6.2999731e+02
  2.6417485e-01  0.0000000e+00  0.0000000e+00  3.9357889e-02
  1.9465466e-01  7.6598746e-01  5.3226562e+01  2.4438806e-02
  7.0139375e+00  4.6081967e+00  0.0000000e+00  0.0000000e+00]"
32740	MAGI2	VWC2	1	"[6.3492067e-02 1.2506029e+02 7.9365084e-03 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.6756163e+00 9.0530719e+02 1.4793651e-01 0.0000000e+00 0.0000000e+00
 6.9732708e-03 6.0606707e-02 9.3242002e-01 4.7286072e+01 4.9886622e-02
 6.2857141e+00 2.8297143e+00 0.0000000e+00 0.0000000e+00]"
32750	MAGI3	RGS18	1	"[-5.5122805e-01  1.3246559e+02  4.0350877e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6036339e+00  7.7740039e+02
  2.7917594e-01  0.0000000e+00  0.0000000e+00  8.9216150e-02
  2.1412039e-01  6.9666344e-01  2.4380138e+01  3.4976915e-02
  9.9684210e+00  8.4180136e+00  0.0000000e+00  0.0000000e+00]"
32752	MAGOHB	YBX3	1	"[-1.2403163e+00  1.3042293e+02  5.5335969e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.3239236e+00  1.0564071e+03
  3.1041783e-01  0.0000000e+00  0.0000000e+00  2.0067284e-02
  3.5017401e-01  6.2975866e-01  4.9112686e+01  2.7761720e-02
  7.0237155e+00  7.2772131e+00  0.0000000e+00  0.0000000e+00]"
32758	MAK16	ANGPT2	1	"[-7.1165752e-01  1.3453313e+02  2.9143898e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4440241e+00  7.0677606e+02
  2.6922208e-01  0.0000000e+00  0.0000000e+00  2.2424866e-02
  3.1630661e-02  9.4594449e-01  6.1921040e+01  1.8523496e-02
  1.0169399e+01  6.6081128e+00  0.0000000e+00  0.0000000e+00]"
32766	MALT1	NOL4	1	"[-2.44859785e-01  1.26579414e+02  4.67289705e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.76660633e+00  7.81051880e+02
  2.08571851e-01  0.00000000e+00  0.00000000e+00  1.22483410e-01
  2.62997478e-01  6.14519060e-01  2.93695240e+01  2.76685972e-02
  8.88162041e+00  8.62344265e+00  0.00000000e+00  0.00000000e+00]"
32791	MAMSTR	SULT2B1	1	"[-8.98806751e-01  1.26941040e+02  1.55131267e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  7.18672085e+00  7.92899902e+02
  2.45572165e-01  0.00000000e+00  0.00000000e+00  1.20115876e-01
  2.79672354e-01  6.00211799e-01  5.53804016e+01  1.58976074e-02
  6.66109800e+00  4.57865047e+00  0.00000000e+00  0.00000000e+00]"
32798	MAN1A2	LPXN	1	"[-4.1284305e-01  1.3128374e+02  2.0856202e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9318457e+00  8.7093774e+02
  2.5890520e-01  0.0000000e+00  0.0000000e+00  1.2024996e-01
  1.5460594e-01  7.2514403e-01  4.6405888e+01  1.0992613e-02
  1.0014270e+01  9.1459503e+00  0.0000000e+00  0.0000000e+00]"
32811	MAN2A1	SSU72	1	"[-6.1529410e-01  1.3282840e+02  8.8235298e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4478598e+00  7.7707745e+02
  2.7644458e-01  0.0000000e+00  0.0000000e+00  1.5003826e-01
  2.2796753e-01  6.2199426e-01  4.1821442e+01  1.5470972e-02
  7.8901958e+00  5.7050118e+00  0.0000000e+00  0.0000000e+00]"
32817	MAN2B1	ERH	1	"[-3.5820222e-01  1.3274155e+02 -3.3707866e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0440149e+00  8.8813959e+02
  2.2014627e-01  0.0000000e+00  0.0000000e+00  1.4392373e-01
  2.1588092e-01  6.4019537e-01  3.0748922e+01  2.2305265e-02
  9.9258423e+00  8.7985420e+00  0.0000000e+00  0.0000000e+00]"
32838	MAP1B	PTCD2	1	"[-1.5287361e-01  1.2946339e+02  4.1187741e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0009713e+01  6.9594305e+02
  2.5213909e-01  0.0000000e+00  0.0000000e+00  8.3294623e-02
  2.3641479e-01  6.8029058e-01  3.0733164e+01  1.7520295e-02
  9.1455936e+00  7.1841359e+00  0.0000000e+00  0.0000000e+00]"
32843	MAP1S	CRTC1	1	"[-4.4066960e-01  1.2379279e+02  5.8896467e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.7763348e+00  7.4112909e+02
  1.9894172e-01  0.0000000e+00  0.0000000e+00  2.3292816e-01
  3.4391648e-01  4.2315537e-01  6.4607559e+01  4.6672090e-03
  7.5282083e+00  1.0435463e+01  0.0000000e+00  0.0000000e+00]"
32865	MAP2K4	CD79B	1	"[6.3968629e-02 1.2548666e+02 6.5274150e-03 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.3478603e+00 9.8892889e+02 1.6684210e-01 0.0000000e+00 0.0000000e+00
 2.1462999e-01 3.1890774e-01 4.6646234e-01 3.5554893e+01 1.8263128e-02
 6.9947782e+00 3.3769360e+00 0.0000000e+00 0.0000000e+00]"
32893	MAP3K1	PARN	1	"[-5.4032928e-01  1.1766912e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.6248956e+00  8.6114594e+02
  2.2933884e-01  0.0000000e+00  0.0000000e+00  6.6715285e-02
  2.1470745e-01  7.1857727e-01  5.3146397e+01  2.5927620e-02
  6.3004117e+00  3.4011154e+00  0.0000000e+00  0.0000000e+00]"
32901	MAP3K4	METTL24	1	"[-6.6371256e-01  1.3156287e+02  1.3772455e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0958633e+00  7.5959680e+02
  2.8188443e-01  0.0000000e+00  0.0000000e+00  1.2738998e-01
  3.5634452e-01  5.1626551e-01  5.2261398e+01  9.6826702e-03
  8.0850296e+00  8.4831686e+00  0.0000000e+00  0.0000000e+00]"
32909	MAP3K5	UBE3D	1	"[-3.0086023e-01  1.2966084e+02  1.6129032e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5418959e+00  6.9687994e+02
  2.6751947e-01  0.0000000e+00  0.0000000e+00  1.6883883e-01
  3.5301766e-01  4.7814351e-01  3.0897350e+01  2.0326050e-02
  9.4516125e+00  8.9938822e+00  0.0000000e+00  0.0000000e+00]"
32912	MAP3K7	KIAA1009	1	"[-9.4351858e-01  1.3450540e+02 -7.7160494e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0429942e+01  5.3163055e+02
  3.8170236e-01  0.0000000e+00  0.0000000e+00  6.4451625e-03
  2.5024507e-02  9.6853030e-01  9.4534325e+01  1.3317330e-02
  8.6296301e+00  1.8378843e+00  0.0000000e+00  0.0000000e+00]"
32934	MAP3K9	MED6	1	"[-2.6395568e-01  1.2857503e+02 -2.3105361e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3386059e+00  8.5124890e+02
  2.5733551e-01  0.0000000e+00  0.0000000e+00  2.1201238e-01
  3.2585508e-01  4.6213254e-01  3.6802776e+01  1.6430859e-02
  8.8890944e+00  9.4950848e+00  0.0000000e+00  0.0000000e+00]"
32941	MAP4	CCDC85B	1	"[-6.99428618e-01  1.27345695e+02 -2.85714283e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.06672382e+00  1.01290710e+03
  2.94532031e-01  0.00000000e+00  0.00000000e+00  8.27128720e-03
  6.17613718e-02  9.29967344e-01  5.31397667e+01  4.39836718e-02
  7.69714308e+00  3.45372748e+00  0.00000000e+00  0.00000000e+00]"
32962	MAP4K3	PTPLAD2	1	"[6.5641016e-01 1.3610358e+02 1.2820513e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.2176256e+00 7.3144519e+02 1.5318531e-01 0.0000000e+00 0.0000000e+00
 1.0735025e-01 1.4550628e-01 7.4714345e-01 2.0976046e+01 4.8415516e-02
 9.4410257e+00 3.2477927e+00 0.0000000e+00 0.0000000e+00]"
32975	MAP4K5	ADCK1	1	"[-1.16187997e-01  1.33040451e+02  2.87206266e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.03360195e+01  7.18620056e+02
  2.42628470e-01  0.00000000e+00  0.00000000e+00  2.36286521e-01
  3.03084224e-01  4.60629195e-01  2.33162155e+01  2.64846031e-02
  1.01436033e+01  5.62592125e+00  0.00000000e+00  0.00000000e+00]"
33011	MAPK1	YDJC	1	"[-3.98233265e-01  1.25261818e+02  5.30035347e-02  2.00000000e+00
  7.00000000e+01  4.19999981e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.60513878e+00  1.07426294e+03
  2.43634567e-01  0.00000000e+00  0.00000000e+00  1.10901184e-01
  2.12966010e-01  6.76132798e-01  2.92511234e+01  3.32754813e-02
  9.41696072e+00  1.08468037e+01  0.00000000e+00  0.00000000e+00]"
33033	MAPKAPK5	CCDC38	1	"[-7.6811594e-01  1.2589384e+02  3.9855074e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5418158e+00  7.6915631e+02
  2.9658762e-01  0.0000000e+00  0.0000000e+00  1.5693942e-01
  4.0064338e-01  4.4241717e-01  6.1353024e+01  2.4207100e-02
  6.6811595e+00  4.3416076e+00  0.0000000e+00  0.0000000e+00]"
33205	MBTPS2	EDEM2	1	"[1.3356161e-01 1.3051660e+02 2.0547945e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.9527998e+00 8.1957745e+02 1.5738152e-01 0.0000000e+00 0.0000000e+00
 1.0019403e-01 2.0608577e-01 6.9372016e-01 3.6149929e+01 1.6959092e-02
 9.9041100e+00 7.5928473e+00 0.0000000e+00 0.0000000e+00]"
